,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs
5573,616825,27251542,2018-03-13 23:03:16 EDT,Video,@zo gets back to protect the rim for the @lakers!,2018-03-13 23:03:16,2018,March,3,Tuesday,night,False
5574,676185,27251542,2018-03-13 21:48:44 EDT,Video,@desmith4 rocks the rim at MSG!,2018-03-13 21:48:44,2018,March,3,Tuesday,night,False
5575,283146,27251542,2018-03-13 21:45:37 EDT,Photo,"Congrats to @russwest44 of the @okcthunder on becoming the 4th player in @NBAHistory to surpass 100 career triple-doubles! 
#ThisIsWhyWePlay #ThunderUp",2018-03-13 21:45:37,2018,March,3,Tuesday,night,False
5576,342826,27251542,2018-03-13 21:34:39 EDT,Photo,@bensimmons notches the 7th triple-double of his rookie season with 10p/13r/10a!,2018-03-13 21:34:39,2018,March,3,Tuesday,night,False
5577,616825,27251542,2018-03-13 21:31:07 EDT,Video,@vicoladipo steps back for the @pacers triple!,2018-03-13 21:31:07,2018,March,3,Tuesday,night,False
5578,616825,27251542,2018-03-13 21:17:41 EDT,Video,@tomasatoransky sets up @ottodayporter22!,2018-03-13 21:17:41,2018,March,3,Tuesday,night,False
5579,734482,27251542,2018-03-13 20:05:16 EDT,Video,?????????????? @dloading starts off 7/7 from downtown in the first quarter!!,2018-03-13 20:05:16,2018,March,3,Tuesday,evening,False
5580,676185,27251542,2018-03-13 19:38:19 EDT,Video,@kellyoubrejr rises UP for the vicious jam!,2018-03-13 19:38:19,2018,March,3,Tuesday,evening,False
5581,270312,27251542,2018-03-13 15:48:50 EDT,Album,It's #Hoops4StJude Week! We’re proud to support @StJude & its lifesaving mission. See how you can get involved: stjude.org/hoops (repost @nbacares),2018-03-13 15:48:50,2018,March,3,Tuesday,afternoon,False
5582,263133,27235388,2018-03-13 01:11:02 EDT,Album,"The @houstonrockets, @okcthunder, @bucks and @trailblazers are each victorious on Monday!",2018-03-13 01:11:02,2018,March,3,Tuesday,deadzone,False
5583,351972,27235388,2018-03-13 00:53:19 EDT,Photo,?? straight wins for the @trailblazers to improve to 41-26!,2018-03-13 00:53:19,2018,March,3,Tuesday,postgame,False
5584,253647,27235388,2018-03-12 22:38:42 EDT,Photo,@brandonjennings records 16p/8r/12a in 23 minutes after being called up by the @bucks from the @nbagleague’s @wisconsinherd!,2018-03-12 22:38:42,2018,March,3,Monday,night,False
5585,676660,27235388,2018-03-12 22:33:04 EDT,Video,Tag a friend who hypes you up like @jharden13 to @cp3! ??,2018-03-12 22:33:04,2018,March,3,Monday,night,False
5586,337929,27235388,2018-03-12 22:20:27 EDT,Photo,"@russwest44 (17p/10r/11a) records his 20th triple-double of the season, 99th of his career!",2018-03-12 22:20:27,2018,March,3,Monday,night,False
5587,670017,27235388,2018-03-12 21:41:48 EDT,Video,@cp3 ?? —> @ccapela15 ??,2018-03-12 21:41:48,2018,March,3,Monday,night,False
5588,734495,27235388,2018-03-12 21:29:02 EDT,Video,?? @roadtoriches_0 drops the one-hand hammer!,2018-03-12 21:29:02,2018,March,3,Monday,night,False
5589,734999,27235388,2018-03-12 21:16:50 EDT,Video,@jharden13 dazzles with the handle.. and no-look assist! @nbaonespn ??,2018-03-12 21:16:50,2018,March,3,Monday,night,False
5590,734495,27235388,2018-03-12 20:36:25 EDT,Video,@russwest44 takes it STRONG baseline ??,2018-03-12 20:36:25,2018,March,3,Monday,evening,False
5591,339442,27235388,2018-03-12 11:03:33 EDT,Album,Heading into Week 22’s action tonight... we check in with the NBA stat leaders!,2018-03-12 11:03:33,2018,March,3,Monday,lunch,False
5592,693838,27235388,2018-03-12 05:17:16 EDT,Video,@antdavis23 swats a career-high 10 shots!,2018-03-12 05:17:16,2018,March,3,Monday,deadzone,False
5593,935790,27222832,2018-03-12 01:18:56 EDT,Video,Another look at @kingjames’ incredible passes tonight!,2018-03-12 01:18:56,2018,March,3,Monday,deadzone,False
5594,371494,27222832,2018-03-11 23:53:48 EDT,Album,Swipe through to recap Sunday’s NBA action!,2018-03-11 23:53:48,2018,March,3,Sunday,postgame,False
5595,793708,27222832,2018-03-11 22:34:46 EDT,Video,Threading the needle!,2018-03-11 22:34:46,2018,March,3,Sunday,night,False
5596,862137,27222832,2018-03-11 22:13:16 EDT,Video,?? THAT PASS!,2018-03-11 22:13:16,2018,March,3,Sunday,night,False
5597,660471,27222832,2018-03-11 21:41:50 EDT,Video,@dsabonis11 punches it home for the @pacers!,2018-03-11 21:41:50,2018,March,3,Sunday,night,False
5598,724031,27222832,2018-03-11 21:14:10 EDT,Video,GAMETIME... @nbaonespn!,2018-03-11 21:14:10,2018,March,3,Sunday,night,False
5599,371494,27222832,2018-03-11 20:54:45 EDT,Photo,LeBron’s HOLLYWOOD #NBAKicks!,2018-03-11 20:54:45,2018,March,3,Sunday,evening,False
5600,793708,27222832,2018-03-11 20:08:50 EDT,Video,Return to Sender!,2018-03-11 20:08:50,2018,March,3,Sunday,evening,False
5601,337613,27222832,2018-03-11 18:22:57 EDT,Photo,"25 points, 11 boards and 10 blocks for @antdavis23 on his 25th Birthday!",2018-03-11 18:22:57,2018,March,3,Sunday,evening,False
5602,507741,27222832,2018-03-11 18:08:42 EDT,Video,"Good effort, @darrenrovell!
???
Thrilled I didn’t tear an ACL. I do look pretty bad against @sizzman3 at the @atlhawks, though the outfit couldn’t be beat. (repost @darrenrovell)",2018-03-11 18:08:42,2018,March,3,Sunday,evening,False
5603,668886,27222832,2018-03-11 17:58:14 EDT,Video,How’d @spidadmitchell do that!?,2018-03-11 17:58:14,2018,March,3,Sunday,evening,False
5604,668886,27222832,2018-03-11 16:59:06 EDT,Video,@antdavis23 protects the paint on his 25th Birthday!,2018-03-11 16:59:06,2018,March,3,Sunday,afternoon,False
5605,710169,27222832,2018-03-11 15:51:49 EDT,Video,"Ball fake, contact, bucket! #NBAonABC",2018-03-11 15:51:49,2018,March,3,Sunday,afternoon,False
5606,802970,27222832,2018-03-11 14:58:11 EDT,Video,D-Rose with the handles.. but his son PJ gets him back with the steal! #ThisIsWhyWePlay ??,2018-03-11 14:58:11,2018,March,3,Sunday,afternoon,False
5607,616155,27222832,2018-03-11 14:04:22 EDT,Video,Get ready for today’s @timberwolves action (3:30pm/et vs. @warriors)... with a listen in to @karltowns on the floor! #NBAonABC,2018-03-11 14:04:22,2018,March,3,Sunday,afternoon,False
5608,341847,27222832,2018-03-11 11:15:17 EDT,Photo,The ???? French Prince of New York arrives for today’s action!,2018-03-11 11:15:17,2018,March,3,Sunday,lunch,False
5609,280089,27222832,2018-03-11 10:29:58 EDT,Photo,Join us in wishing @antdavis23 of the @pelicansnba a HAPPY 25th BIRTHDAY! #NBABDAY,2018-03-11 10:29:58,2018,March,3,Sunday,morning,False
5610,235502,27207977,2018-03-11 01:03:24 EST,Album,"The @okcthunder, @miamiheat, @dallasmavs, @hornets and @laclippers each WIN Saturday night!",2018-03-11 01:03:24,2018,March,3,Sunday,deadzone,False
5611,800196,27207977,2018-03-10 23:18:26 EST,Video,For the homecrowd! #ThisIsWhyWePlay,2018-03-10 23:18:26,2018,March,3,Saturday,night,False
5612,330432,27207977,2018-03-10 22:50:54 EST,Photo,@russwest44 records his 19th triple-double of the season for the @okcthunder with 21p/12r/10a!,2018-03-10 22:50:54,2018,March,3,Saturday,night,False
5613,701247,27207977,2018-03-10 22:25:48 EST,Video,@russwest44 rocks the rim! #NBAonABC,2018-03-10 22:25:48,2018,March,3,Saturday,night,False
5614,660483,27207977,2018-03-10 21:55:25 EST,Video,@ud40 protects the paint for the @miamiheat!,2018-03-10 21:55:25,2018,March,3,Saturday,night,False
5615,639688,27207977,2018-03-10 19:55:06 EST,Video,?Ageless... @_tonyparker09 & @manuginobili work on their craft ahead of #NBAonABC action!,2018-03-10 19:55:06,2018,March,3,Saturday,evening,False
5616,590967,27207977,2018-03-10 18:33:03 EST,Video,"?? What’s the most important thing to Coach Pop?! ??
@spurs/@okcthunder 8:30pm/et #NBAonABC",2018-03-10 18:33:03,2018,March,3,Saturday,evening,False
5617,647838,27207977,2018-03-10 17:40:05 EST,Video,"@russwest44 (25.4ppg, 10.1apg, 9.6rpg) hits the floor for today’s #NBAonABC action!",2018-03-10 17:40:05,2018,March,3,Saturday,evening,False
5618,543485,27207977,2018-03-10 15:18:54 EST,Video,"@paugasol has options at the high-post! #NBABreakdown 
@spurs/@okcthunder 8:30pm/et #NBAonABC",2018-03-10 15:18:54,2018,March,3,Saturday,afternoon,False
5619,347111,27207977,2018-03-10 12:40:53 EST,Photo,A league best 28-5 at home! #WeTheNorth,2018-03-10 12:40:53,2018,March,3,Saturday,lunch,False
5620,739514,27207977,2018-03-10 09:47:17 EST,Video,As the @houstonrockets become the fastest to 1000 made triples (65 games)... we showcase some if their best! ??????,2018-03-10 09:47:17,2018,March,3,Saturday,morning,False
5621,742946,27191643,2018-03-10 03:00:53 EST,Video,From the sidelines... via @omarbensonmiller!,2018-03-10 03:00:53,2018,March,3,Saturday,deadzone,False
5622,409112,27191643,2018-03-10 01:21:23 EST,Album,20 teams in action on a busy Friday night around the Association!,2018-03-10 01:21:23,2018,March,3,Saturday,deadzone,False
5623,742946,27191643,2018-03-10 00:38:24 EST,Video,@teamswish stops on a dime for the bucket!,2018-03-10 00:38:24,2018,March,3,Saturday,postgame,False
5624,1002006,27191643,2018-03-10 00:26:24 EST,Video,@kingjames rocks the rim off the drive!,2018-03-10 00:26:24,2018,March,3,Saturday,postgame,False
5625,742946,27191643,2018-03-10 00:19:05 EST,Video,@deandre glides to the rim for the SLAM!,2018-03-10 00:19:05,2018,March,3,Saturday,postgame,False
5626,676234,27191643,2018-03-09 23:57:44 EST,Video,@louwillville busts out some moves off the dribble!,2018-03-09 23:57:44,2018,March,3,Friday,postgame,False
5627,562717,27191643,2018-03-09 23:20:58 EST,Video,@louwillville beats the buzzer to extend the @laclippers lead @nbatv!,2018-03-09 23:20:58,2018,March,3,Friday,night,False
5628,741311,27191643,2018-03-09 22:57:08 EST,Video,Stir it up!,2018-03-09 22:57:08,2018,March,3,Friday,night,False
5629,741311,27191643,2018-03-09 22:34:45 EST,Video,READY!,2018-03-09 22:34:45,2018,March,3,Friday,night,False
5630,622328,27191643,2018-03-09 22:00:49 EST,Video,What a finish as the @raptors prevail 108-105! @demar_derozan x @jharden13 #ThisIsWhyWePlay,2018-03-09 22:00:49,2018,March,3,Friday,night,False
5631,741311,27191643,2018-03-09 21:59:16 EST,Video,Classic Vince!,2018-03-09 21:59:16,2018,March,3,Friday,night,False
5632,330669,27191643,2018-03-09 21:33:13 EST,Photo,"The first team to 1000 threes made this season (and fastest all-time, 65 games)... @houstonrockets!",2018-03-09 21:33:13,2018,March,3,Friday,night,False
5633,734535,27191643,2018-03-09 21:14:25 EST,Video,?? @ebled2 with the dish! ??,2018-03-09 21:14:25,2018,March,3,Friday,night,False
5634,824363,27191643,2018-03-09 20:56:42 EST,Video,"How long could you do this? ??????
@kingjames prepares for tonight’s @cavs action 10:30pm/et @nbatv!",2018-03-09 20:56:42,2018,March,3,Friday,evening,False
5635,300512,27191643,2018-03-09 20:33:28 EST,Photo,The first to 1000 rebounds this season... @andredrummondd of the @detroitpistons!,2018-03-09 20:33:28,2018,March,3,Friday,evening,False
5636,260726,27191643,2018-03-09 14:04:02 EST,Photo,Will the @houstonrockets win streak reach 18... or will the @raptors (NBA best 27-5 at home) defend homecourt?!?,2018-03-09 14:04:02,2018,March,3,Friday,afternoon,False
5637,222778,27191643,2018-03-09 10:04:57 EST,Album,?? ...thoughts on the current standings ahead of tonight’s @houstonrockets/@raptors action (7:30pm/et NBA League Pass)? ??,2018-03-09 10:04:57,2018,March,3,Friday,morning,False
5638,334093,27178891,2018-03-09 01:09:28 EST,Album,"The @celtics, @okcthunder, @miamiheat, @brooklynnets and @warriors each pick up WINS Thursday night!",2018-03-09 01:09:28,2018,March,3,Friday,deadzone,False
5639,358443,27178891,2018-03-09 01:00:05 EST,Photo,@money23green notches his 3rd triple-double of the season for the @warriors with 11p/12r/10a!,2018-03-09 01:00:05,2018,March,3,Friday,deadzone,False
5640,723476,27178891,2018-03-09 00:57:43 EST,Video,@kevindurant scores 14 straight late for the @warriors!,2018-03-09 00:57:43,2018,March,3,Friday,postgame,False
5641,734549,27178891,2018-03-08 23:10:07 EST,Video,???? @omricasspi18 blocks it on one end and SLAMS on the other! ????,2018-03-08 23:10:07,2018,March,3,Thursday,night,False
5642,581769,27178891,2018-03-08 22:28:08 EST,Video,"Raise the roof, @dwyanewade! #PhantomCam",2018-03-08 22:28:08,2018,March,3,Thursday,night,False
5643,663848,27178891,2018-03-08 21:44:07 EST,Video,@stephencurry30’s feelin’ good for tonight’s @nbaontnt action!,2018-03-08 21:44:07,2018,March,3,Thursday,night,False
5644,741324,27178891,2018-03-08 21:12:50 EST,Video,KAT ATTACK!,2018-03-08 21:12:50,2018,March,3,Thursday,night,False
5645,616881,27178891,2018-03-08 21:12:01 EST,Video,@youngamechanger wanted that @nbaontnt!,2018-03-08 21:12:01,2018,March,3,Thursday,night,False
5646,670065,27178891,2018-03-08 20:57:42 EST,Video,?? @russwest44 finds the cutting @stevenadams ??,2018-03-08 20:57:42,2018,March,3,Thursday,evening,False
5647,648432,27178891,2018-03-08 19:55:57 EST,Video,"Ahead of tonight’s @warriors @nbaontnt action, we throw it back to @klaythompson’s 60-point gem! #LegendaryMoments",2018-03-08 19:55:57,2018,March,3,Thursday,evening,False
5648,734549,27178891,2018-03-08 19:36:06 EST,Video,?? @bensimmons makes it look EASY!,2018-03-08 19:36:06,2018,March,3,Thursday,evening,False
5649,629837,27178891,2018-03-08 18:23:03 EST,Video,Just signed... Derrick Rose goes through his first pregame warmup with the @timberwolves! #AllEyesNorth,2018-03-08 18:23:03,2018,March,3,Thursday,evening,False
5650,474231,27178891,2018-03-08 17:13:58 EST,Video,?? Get pumped for tonight’s @celtics @nbaontnt action (8pm/et vs. @timberwolves) with @fchwpo mic’d up!,2018-03-08 17:13:58,2018,March,3,Thursday,evening,False
5651,569897,27178891,2018-03-08 15:01:08 EST,Video,?? Listen in as crew chief Jason Phillips was mic’d up in Denver for @cavs/@nuggets last night! ??,2018-03-08 15:01:08,2018,March,3,Thursday,afternoon,False
5652,624741,27178891,2018-03-08 13:30:35 EST,Video,?? Coach Pop and Coach Kerr mic’d up ...ahead of tonight’s @nbaontnt action 10:30pm/et! ??,2018-03-08 13:30:35,2018,March,3,Thursday,afternoon,False
5653,352801,27178891,2018-03-08 08:43:32 EST,Photo,"Today we celebrate International Women's Day! 
#NBAVoices #IWD2018",2018-03-08 08:43:32,2018,March,3,Thursday,morning,False
5654,632974,27178891,2018-03-08 02:32:10 EST,Video,The clutch buckets from @raptors/@detroitpistons!,2018-03-08 02:32:10,2018,March,3,Thursday,deadzone,False
5655,360005,27178891,2018-03-08 01:32:24 EST,Album,@kingjames takes over.. the @houstonrockets & @pelicansnba extend their win streaks and more in Wednesday’s action!,2018-03-08 01:32:24,2018,March,3,Thursday,deadzone,False
5656,935841,27178891,2018-03-08 00:57:59 EST,Video,"Each one fancier than the previous, @kingjames puts up 3 clutch buckets late!",2018-03-08 00:57:59,2018,March,3,Thursday,postgame,False
5657,853703,27141557,2018-03-08 00:19:56 EST,Video,@kingjames dumps it off to @larrydn7 behind his back!,2018-03-08 00:19:56,2018,March,3,Thursday,postgame,False
5658,676258,27141557,2018-03-07 23:59:18 EST,Video,@antdavis23 off the dribble!,2018-03-07 23:59:18,2018,March,3,Wednesday,postgame,False
5659,741338,27141557,2018-03-07 23:50:39 EST,Video,Beautiful basketball... ball movement!,2018-03-07 23:50:39,2018,March,3,Wednesday,postgame,False
5660,346321,27141557,2018-03-07 22:54:38 EST,Photo,17 straight wins for the @houstonrockets! ??????????????????????????????????,2018-03-07 22:54:38,2018,March,3,Wednesday,night,False
5661,603858,27141557,2018-03-07 22:53:21 EST,Video,@fredvanvleet buries the game-winner ...as the @raptors become the first team to clinch an #NBAPlayoffs berth!,2018-03-07 22:53:21,2018,March,3,Wednesday,night,False
5662,323566,27141557,2018-03-07 22:43:54 EST,Photo,@demar_derozan ...coming at ya!,2018-03-07 22:43:54,2018,March,3,Wednesday,night,False
5663,734562,27141557,2018-03-07 22:30:50 EST,Video,?? @demar_derozan ...with the game on the line! ??,2018-03-07 22:30:50,2018,March,3,Wednesday,night,False
5664,735065,27141557,2018-03-07 21:10:45 EST,Video,@jharden13 beats the halftime ?? for the @houstonrockets!,2018-03-07 21:10:45,2018,March,3,Wednesday,night,False
5665,676258,27141557,2018-03-07 20:27:16 EST,Video,The @chicagobulls are out & running!,2018-03-07 20:27:16,2018,March,3,Wednesday,evening,False
5666,574556,27141557,2018-03-07 18:40:00 EST,Video,"@giannis_an34 gets warm up assistance tonight from Matthew, a local child diagnosed with bone cancer. #ThisIsWhyWePlay (repost @bucks)",2018-03-07 18:40:00,2018,March,3,Wednesday,evening,False
5667,574556,27141557,2018-03-07 16:24:24 EST,Video,"The @raptors get the clutch bucket out of the sideline out-of-bounds! #NBABreakdown
...
8pm/et @nbaonespn",2018-03-07 16:24:24,2018,March,3,Wednesday,afternoon,False
5668,273302,27141557,2018-03-07 01:14:02 EST,Album,"Winning streaks stay alive for the @houstonrockets (16), @pelicansnba (9), @trailblazers (8)... to headline Tuesday’s action!",2018-03-07 01:14:02,2018,March,3,Wednesday,deadzone,False
5669,741351,27129868,2018-03-06 23:51:33 EST,Video,Joe Harris elevates for the rejection!,2018-03-06 23:51:33,2018,March,3,Tuesday,postgame,False
5670,621935,27129868,2018-03-06 22:55:47 EST,Video,?@cp3 makes a young fan’s day after the @HoustonRockets win their 16th in a row! #ThisIsWhyWePlay ?,2018-03-06 22:55:47,2018,March,3,Tuesday,night,False
5671,365180,27129868,2018-03-06 22:39:44 EST,Photo,16 straight wins for the @houstonrockets! ????????????????????????????????,2018-03-06 22:39:44,2018,March,3,Tuesday,night,False
5672,676271,27129868,2018-03-06 22:05:07 EST,Video,The @houstonrockets whip it around to get the best shot!,2018-03-06 22:05:07,2018,March,3,Tuesday,night,False
5673,741351,27129868,2018-03-06 21:32:30 EST,Video,"Hustle... the block, the save and the bucket!",2018-03-06 21:32:30,2018,March,3,Tuesday,night,False
5674,616903,27129868,2018-03-06 21:20:23 EST,Video,@joelembiid and @dwighthoward trade vicious oops!,2018-03-06 21:20:23,2018,March,3,Tuesday,night,False
5675,616903,27129868,2018-03-06 21:09:57 EST,Video,@jjbarea11 tosses and @dwightpowell takes care of the rest!,2018-03-06 21:09:57,2018,March,3,Tuesday,night,False
5676,676271,27129868,2018-03-06 21:02:26 EST,Video,"With this bucket, @carmeloanthony passed Jerry West for 20th on the NBA’s ALL-TIME SCORING list!",2018-03-06 21:02:26,2018,March,3,Tuesday,night,False
5677,311311,27129868,2018-03-06 20:30:56 EST,Photo,"Congrats to @carmeloanthony of the @okcthunder for moving up to 20th on the NBA's ALL-TIME SCORING list! 
#ThisIsWhyWePlay #ThunderUp",2018-03-06 20:30:56,2018,March,3,Tuesday,evening,False
5678,616903,27129868,2018-03-06 20:13:24 EST,Video,"@dwighthoward lets it fly to beat the buzzer, his first trey of the season for the @hornets!",2018-03-06 20:13:24,2018,March,3,Tuesday,evening,False
5679,616903,27129868,2018-03-06 20:12:07 EST,Video,@bensimmons glides for the @sixers oop!,2018-03-06 20:12:07,2018,March,3,Tuesday,evening,False
5680,634325,27129868,2018-03-06 18:24:04 EST,Video,"In February, @antdavis23 became the first player since Moses Malone (1982) to average at least 35 points and 10 rebounds in a calendar month! #NBABreakdown ??: #Pelicans x #Clippers
?: 10:30pm/et ??: @NBAonTNT",2018-03-06 18:24:04,2018,March,3,Tuesday,evening,False
